provincia,fecha,u10_media,v10_media,t2m_media,mslp_media,ws10_media,blh_media,CLLJ_index,rel_hum_media,spec_hum_media,año,mes,provincia_homologada,coord_x,coord_y,velocidad_viento,direccion_viento,ind_vent_atm,Outlier,ventilacion_categoria,casos_mensuales
Bocas_del_Toro,2015-05-01,0.6929493149121603,-1.5556453069051106,296.9255625406901,101224.02604166669,2.2966556549072266,319.25922139485675,2.385078,88.09701538085938,0.0163456983864307,2015,5,Bocas del Toro,330470.9731680688,1019208.87285,1.7030006089056833,-1.1517395324109752,624.5457430704715,1,Pobre,0.0
Bocas_del_Toro,2015-06-01,0.6092087030410767,-1.2974077860514324,297.53440856933594,101144.34733072916,2.102609952290853,289.6036020914714,5.000411,88.8754374186198,0.0170410312712192,2015,6,Bocas del Toro,330470.9731680688,1019208.87285,1.4333185993239153,-1.1317972147195483,476.81805837590497,1,Pobre,0.0
Bocas_del_Toro,2015-07-01,0.6746789415677389,-1.597124099731445,296.8894297281901,101251.3232421875,2.391690254211426,312.1781107584636,3.845078,88.83168029785156,0.0163450042406717,2015,7,Bocas del Toro,330470.9731680688,1019208.87285,1.7337811465516468,-1.171101418838767,621.7312877839428,1,Pobre,0.0
Bocas_del_Toro,2015-08-01,0.7967158158620199,-1.4414434432983398,297.147710164388,101181.61100260416,2.288951555887858,303.0188700358073,1.852411,87.56303405761719,0.0163890346884727,2015,8,Bocas del Toro,330470.9731680688,1019208.87285,1.6469715515067218,-1.0658665874255853,573.273373839547,1,Pobre,0.0
Bocas_del_Toro,2015-09-01,0.5792006055514017,-0.9610284169514974,297.420160929362,101120.17610677084,1.7976840337117512,284.01654561360675,0.3204111,87.98136901855469,0.0168355455001195,2015,9,Bocas del Toro,330470.9731680688,1019208.87285,1.1220735090266645,-1.0284024622037506,366.0757403357024,1,Pobre,0.0
Bocas_del_Toro,2015-10-01,0.433355192343394,-0.7010895411173502,297.5469970703125,101153.09114583331,1.579917589823405,278.5943603515625,-2.105589,87.72297668457031,0.0168130956590175,2015,10,Bocas del Toro,330470.9731680688,1019208.87285,0.8242106935699857,-1.0171620796627692,263.7646343029713,1,Pobre,0.0
Bocas_del_Toro,2015-11-01,0.6271354754765829,-0.98890749613444,296.9829610188802,101071.7822265625,1.9318828582763672,281.97524007161456,0.9737444,87.92313639322917,0.0163776005307833,2015,11,Bocas del Toro,330470.9731680688,1019208.87285,1.170998266656329,-1.0056300075844864,379.2916015281993,1,Pobre,0.0
Bocas_del_Toro,2015-12-01,0.97138774394989,-1.606214205423991,297.1401774088542,101103.43424479169,2.5054925282796225,355.45847574869794,3.994411,85.65586853027344,0.0162063824633757,2015,12,Bocas del Toro,330470.9731680688,1019208.87285,1.8771036792894205,-1.0268779569435902,766.4487748261054,1,Pobre,0.0
Bocas_del_Toro,2016-01-01,0.8140083352724711,-1.609787940979004,296.30373128255206,101353.943359375,2.612163861592611,415.6844075520833,-0.301589,82.18770853678386,0.0148009285330772,2016,1,Bocas del Toro,330470.9731680688,1019208.87285,1.8038921211686916,-1.10262950994135,861.3512635460918,1,Pobre,0.0
Bocas_del_Toro,2016-02-01,0.908960243066152,-2.108218193054199,296.0093078613281,101324.98600260416,3.12167771657308,452.75390625,0.7897445,81.72096252441406,0.014472650984923,2016,2,Bocas del Toro,330470.9731680688,1019208.87285,2.295820697049225,-1.163727340002001,1194.0050727243754,1,Pobre,0.0
Bocas_del_Toro,2016-03-01,0.049505333105723,-1.097197850545247,296.7440694173177,101362.8095703125,2.09860642751058,403.582275390625,1.174411,81.04857889811198,0.0151330530643463,2016,3,Bocas del Toro,330470.9731680688,1019208.87285,1.098314117749116,-1.5257071208536446,509.1721600369087,1,Pobre,0.0
Bocas_del_Toro,2016-04-01,0.2691870331764221,-0.9702072143554688,297.35497029622394,101236.69498697916,1.903599739074707,370.2980143229167,-1.014922,82.08854166666667,0.0158293756345907,2016,4,Bocas del Toro,330470.9731680688,1019208.87285,1.0068583304605083,-1.3001508892898646,428.2779842934752,1,Pobre,0.0
Bocas_del_Toro,2016-05-01,0.625248908996582,-1.0163033803304036,297.8854726155599,101225.541015625,1.927903175354004,309.11534627278644,1.071744,86.81457010904948,0.0170092831055323,2016,5,Bocas del Toro,330470.9731680688,1019208.87285,1.1932345783928746,-1.0192616491675737,423.6940798568064,1,Pobre,0.0
Bocas_del_Toro,2016-06-01,0.4545547564824422,-0.881312370300293,297.4055430094401,101283.4765625,1.7796347935994463,284.39404296875,3.265078,88.36231994628906,0.0167953073978424,2016,6,Bocas del Toro,330470.9731680688,1019208.87285,0.9916307380699396,-1.0946122107367653,323.9488739907536,1,Pobre,0.0
Bocas_del_Toro,2016-07-01,0.8466672897338867,-1.2781953811645508,296.9638061523437,101304.57877604169,2.21823533376058,294.9463246663411,3.263744,87.78796895345052,0.0161301679909229,2016,7,Bocas del Toro,330470.9731680688,1019208.87285,1.5331760929311795,-0.985758462781604,519.4467418000296,1,Pobre,0.0
Bocas_del_Toro,2016-08-01,0.4515083233515422,-0.8016103108723959,297.4852701822917,101201.21907552084,1.7824974060058594,285.205073038737,1.388411,87.38087972005208,0.0166885368525981,2016,8,Bocas del Toro,330470.9731680688,1019208.87285,0.9200211174493008,-1.0578360700650993,301.4123487621624,1,Pobre,0.0
Bocas_del_Toro,2016-09-01,0.6146360437075297,-0.8849124908447266,297.2114766438802,101266.1630859375,1.7894455591837566,285.2540435791016,0.09441121,87.29179382324219,0.0164439678192138,2016,9,Bocas del Toro,330470.9731680688,1019208.87285,1.0774263699564173,-0.9637221514318732,353.0412151192614,1,Pobre,0.0
Bocas_del_Toro,2016-10-01,0.5688002146780491,-0.5026737848917643,297.12388610839844,101119.81184895831,1.622354507446289,266.1054229736328,-4.598922,87.45784505208333,0.0164633132517337,2016,10,Bocas del Toro,330470.9731680688,1019208.87285,0.7590880174493643,-0.7237609540164706,232.03412469548715,1,Muy pobre,0.0
Bocas_del_Toro,2016-11-01,1.2358656724294026,-0.9740514755249025,296.6333923339844,101137.64192708331,2.3240524927775064,303.8531545003255,-2.788255,88.07835388183594,0.016127290825049,2016,11,Bocas del Toro,330470.9731680688,1019208.87285,1.5735756217168653,-0.6674754194182745,549.2339407525477,1,Pobre,0.0
Bocas_del_Toro,2016-12-01,1.027815818786621,-1.533535321553548,296.1336720784505,101283.873046875,2.5280558268229165,326.79205830891925,2.340411,85.81613159179688,0.015247772137324,2016,12,Bocas del Toro,330470.9731680688,1019208.87285,1.8461137396705427,-0.9803333573189672,693.0043288641209,1,Pobre,0.0
Bocas_del_Toro,2017-01-01,0.6716265281041464,-1.588427225748698,295.50171915690106,101404.96875,2.647217432657877,393.4341278076172,0.3677443,81.63953145345052,0.01405839001139,2017,1,Bocas del Toro,330470.9731680688,1019208.87285,1.7245820492956938,-1.170769479452174,779.4026711421752,1,Pobre,45.0
Bocas_del_Toro,2017-02-01,0.4430499871571858,-1.2867482503255208,295.81081136067706,101389.51627604169,2.359499931335449,397.0568033854167,-0.8162556,81.51407877604167,0.0142821669578552,2017,2,Bocas del Toro,330470.9731680688,1019208.87285,1.360887339508959,-1.2391927779889087,620.6986699855911,1,Pobre,56.0
Bocas_del_Toro,2017-03-01,0.7524094382921854,-1.6884228388468423,295.85219319661456,101402.7509765625,2.6231654485066733,413.3214518229167,-0.2815889,82.19887797037761,0.0144857019186019,2017,3,Bocas del Toro,330470.9731680688,1019208.87285,1.8484836070603363,-1.151583634390113,877.6261372438556,1,Pobre,74.0
Bocas_del_Toro,2017-04-01,0.4265594879786173,-1.0649836858113606,297.06500244140625,101203.63509114584,1.958512306213379,343.1032206217448,0.8770778,84.15478006998698,0.0160421542823314,2017,4,Bocas del Toro,330470.9731680688,1019208.87285,1.1472328655634527,-1.1898318643899253,452.14983204145193,1,Pobre,99.0
Bocas_del_Toro,2017-05-01,0.4079981644948323,-0.6114606857299805,297.67522684733075,101193.14127604169,1.5030718445777893,257.1492462158203,0.9524111,88.56675720214844,0.0171006321907043,2017,5,Bocas del Toro,330470.9731680688,1019208.87285,0.73508276569685,-0.9823888293757636,217.13383124983045,1,Muy pobre,168.0
Bocas_del_Toro,2017-06-01,0.3907759189605713,-0.5978654225667318,297.7209930419922,101184.20345052084,1.6197341283162434,281.4555918375651,2.253078,87.03103637695312,0.0169468323389689,2017,6,Bocas del Toro,330470.9731680688,1019208.87285,0.7142470737359556,-0.9918815283037192,230.9214896093531,1,Muy pobre,232.0
Bocas_del_Toro,2017-07-01,0.8050971428553263,-1.2317781448364258,297.1170959472656,101280.162109375,2.0910069147745767,283.7912190755208,2.915744,88.75711568196614,0.0165941355129083,2017,7,Bocas del Toro,330470.9731680688,1019208.87285,1.4715497978425591,-0.9918905602073363,479.7112639602325,1,Pobre,249.0
Bocas_del_Toro,2017-08-01,0.5591423511505127,-0.8485937118530273,297.25230407714844,101238.74576822916,1.759845733642578,284.98301188151044,0.7990777,86.79486083984375,0.0164768372972806,2017,8,Bocas del Toro,330470.9731680688,1019208.87285,1.0162437978391907,-0.9881866882097202,332.6770787644689,1,Pobre,224.0
Bocas_del_Toro,2017-09-01,0.33224618434906,-0.2686436573664347,297.7648417154948,101165.798828125,1.4268859227498372,277.6123758951823,-3.746256,85.59895833333333,0.0167265211542447,2017,9,Bocas del Toro,330470.9731680688,1019208.87285,0.4272668272376453,-0.679943585740086,136.25234886016784,1,Muy pobre,194.0
Bocas_del_Toro,2017-10-01,0.5279928594827652,-0.4412962595621745,297.4727376302083,101079.12565104169,1.7707500457763672,294.47381083170575,-2.483589,85.79617309570312,0.0165215656161308,2017,10,Bocas del Toro,330470.9731680688,1019208.87285,0.6881270583027186,-0.6961920568140981,232.7669474218524,1,Muy pobre,157.0
Bocas_del_Toro,2017-11-01,1.3274461229642232,-1.3613189061482749,296.70762634277344,101144.35970052084,2.474880854288737,328.55621846516925,-3.326922,86.92090861002605,0.0159899331629276,2017,11,Bocas del Toro,330470.9731680688,1019208.87285,1.901394849474849,-0.7979953933668755,717.6092094952843,1,Pobre,116.0
Bocas_del_Toro,2017-12-01,1.5590578715006511,-1.9562899271647136,295.77305094401044,101310.16145833331,3.2605393727620444,397.3917236328125,0.7604111,84.03385416666667,0.0146781963606675,2017,12,Bocas del Toro,330470.9731680688,1019208.87285,2.501545867221759,-0.8979202185821247,1141.9137105120053,1,Pobre,95.0
Bocas_del_Toro,2018-01-01,1.5245760083198547,-2.157533645629883,295.39708455403644,101315.40006510416,3.3103628158569336,391.8091430664063,1.515078,86.4412333170573,0.0146942238012949,2018,1,Bocas del Toro,330470.9731680688,1019208.87285,2.64183334772833,-0.9556351593933752,1189.0113035807633,1,Pobre,40.0
Bocas_del_Toro,2018-02-01,0.9751946926116944,-1.8870423634847004,295.06011962890625,101463.82649739584,2.957188924153646,430.7305450439453,3.694411,81.93019104003906,0.0136843534807364,2018,2,Bocas del Toro,330470.9731680688,1019208.87285,2.1241312506726,-1.0938112701765954,1050.9765313147773,1,Pobre,52.0
Bocas_del_Toro,2018-03-01,0.7370667060216268,-1.6374664306640625,295.6995951334636,101313.72916666669,2.5936813354492188,419.779296875,-0.329589,80.92062377929688,0.0141968888541062,2018,3,Bocas del Toro,330470.9731680688,1019208.87285,1.7957070030150457,-1.1478373743333103,865.8895357727299,1,Pobre,69.0
Bocas_del_Toro,2018-04-01,0.3555017511049906,-1.0735019048055012,296.49901326497394,101336.62337239584,1.8873624801635744,344.2581481933594,-0.1389222,84.92074584960938,0.0153987407684326,2018,4,Bocas del Toro,330470.9731680688,1019208.87285,1.1308350165518195,-1.2510023238400625,447.18731469927656,1,Pobre,93.0
Bocas_del_Toro,2018-05-01,0.3309602538744609,-0.6231880187988281,297.31553649902344,101232.08235677084,1.5767154693603516,291.1391245524089,0.8837444,86.44863382975261,0.0164865056673685,2018,5,Bocas del Toro,330470.9731680688,1019208.87285,0.7056188747610541,-1.0825980198769691,235.98084950719803,1,Pobre,158.0
Bocas_del_Toro,2018-06-01,0.5205472707748413,-0.976830800374349,297.2734832763672,101256.45963541669,1.7965431213378906,280.2433115641276,2.583078,88.41729736328125,0.0165963272253672,2018,6,Bocas del Toro,330470.9731680688,1019208.87285,1.1068730160551965,-1.0811811058607788,356.31906126832,1,Pobre,217.0
Bocas_del_Toro,2018-07-01,1.0493936737378438,-1.5453745524088542,296.7737274169922,101283.7509765625,2.4580939610799155,302.4861246744792,2.923744,88.5978291829427,0.0161874207357565,2018,7,Bocas del Toro,330470.9731680688,1019208.87285,1.8679961428530505,-0.9742664354625324,649.063865996593,1,Pobre,233.0
Bocas_del_Toro,2018-08-01,0.845453679561615,-1.326266606648763,296.97362263997394,101274.63313802084,2.178619384765625,303.4132893880208,2.377744,86.86470031738281,0.0160550450285275,2018,8,Bocas del Toro,330470.9731680688,1019208.87285,1.5728239050179451,-1.003280834338062,548.1768604488036,1,Pobre,210.0
Bocas_del_Toro,2018-09-01,0.5349936087926229,-0.8817488352457682,297.0295918782552,101124.77734375,1.7379258473714192,293.2444661458333,-0.05158889,86.93058268229167,0.0163896220425764,2018,9,Bocas del Toro,330470.9731680688,1019208.87285,1.0313579252161795,-1.0254345825371012,347.4123352929424,1,Pobre,182.0
Bocas_del_Toro,2018-10-01,0.5747367354730765,-0.5163125991821289,296.9360860188802,101182.908203125,1.7340453465779622,289.9036102294922,-2.773589,85.357666015625,0.0159162332614262,2018,10,Bocas del Toro,330470.9731680688,1019208.87285,0.7725936934614822,-0.7319006839003568,257.2828166660248,1,Pobre,147.0
Bocas_del_Toro,2018-11-01,0.7522601882616679,-1.3128522237141926,296.66038004557294,101211.09830729169,2.171632448832194,307.0778503417969,0.1150778,86.35572306315105,0.0158554216225941,2018,11,Bocas del Toro,330470.9731680688,1019208.87285,1.5131015670320287,-1.050468770724972,533.7311767322916,1,Pobre,109.0
Bocas_del_Toro,2018-12-01,0.9885475436846416,-1.543099085489909,296.0678100585937,101339.841796875,2.6029834747314453,405.357177734375,3.097744,80.47445678710938,0.0143100321292877,2018,12,Bocas del Toro,330470.9731680688,1019208.87285,1.8325886155285185,-1.0010400148112384,853.3139606804194,1,Pobre,87.0
Bocas_del_Toro,2019-01-01,0.8036424120267233,-1.8467171986897783,295.68670654296875,101411.0361328125,2.768419901529948,459.72119140625,1.919745,78.40525309244792,0.0136764807005723,2019,1,Bocas del Toro,330470.9731680688,1019208.87285,2.014002368008725,-1.1603402753683,1063.5563368201913,1,Pobre,48.0
Bocas_del_Toro,2019-02-01,0.3453447620073954,-1.699271519978841,296.0373128255208,101357.11360677084,2.597102165222168,473.1930338541667,3.273078,77.29937235514323,0.0138571771482626,2019,2,Bocas del Toro,330470.9731680688,1019208.87285,1.734008853281074,-1.3702959121648004,942.5310195738164,1,Pobre,62.0
Bocas_del_Toro,2019-03-01,0.5473008155822754,-1.8408966064453125,295.9015197753906,101392.65592447916,2.639339764912924,434.8590494791667,1.021744,81.81369018554688,0.014444425702095,2019,3,Bocas del Toro,330470.9731680688,1019208.87285,1.920530785579573,-1.2818173083701692,959.3471386090238,1,Pobre,88.0
Bocas_del_Toro,2019-04-01,0.2654316624005635,-1.0956125259399414,296.8362223307292,101314.4970703125,2.021751085917155,358.3731994628906,0.8464112,83.81555684407552,0.0155960234502951,2019,4,Bocas del Toro,330470.9731680688,1019208.87285,1.1273068678941087,-1.333108140853908,464.0701942619726,1,Pobre,123.0
Bocas_del_Toro,2019-05-01,0.3586319722235203,-0.5869770050048828,297.5555369059245,101157.37141927084,1.6271495819091797,264.5116831461589,0.7257444,87.84933471679688,0.0169938094913959,2019,5,Bocas del Toro,330470.9731680688,1019208.87285,0.6878654635213445,-1.022341445653408,209.0038869715285,1,Muy pobre,222.0
Bocas_del_Toro,2019-06-01,0.5217349330584208,-1.0015538533528645,297.7272542317708,101217.77213541669,1.91536299387614,288.8684997558594,3.331744,87.27109781901042,0.0169869946936766,2019,6,Bocas del Toro,330470.9731680688,1019208.87285,1.1292995446467895,-1.0905488069921063,374.72730360651946,1,Pobre,309.0
Bocas_del_Toro,2019-07-01,0.9084699749946594,-1.422612190246582,297.17527770996094,101277.31184895831,2.2828404108683267,324.0943654378255,2.947078,85.75738525390625,0.0160963423550128,2019,7,Bocas del Toro,330470.9731680688,1019208.87285,1.6879405023000589,-1.0024820344763778,628.3977393782448,1,Pobre,342.0
Bocas_del_Toro,2019-08-01,0.5903424223264059,-1.0057849884033203,297.4164581298828,101255.27604166669,1.8772509892781573,300.4800669352214,1.602411,86.45262654622395,0.0165316412846247,2019,8,Bocas del Toro,330470.9731680688,1019208.87285,1.1662365191056554,-1.040029955343075,402.5393148863719,1,Pobre,307.0
Bocas_del_Toro,2019-09-01,0.4246089855829875,-0.5888230005900065,297.473388671875,101225.3779296875,1.6142441431681316,285.753662109375,-3.882922,86.02829488118489,0.0166155385474363,2019,9,Bocas del Toro,330470.9731680688,1019208.87285,0.725951318382736,-0.9460394620696414,238.2897174353241,1,Pobre,257.0
Bocas_del_Toro,2019-10-01,0.2551344434420268,-0.2935453653335571,296.99383544921875,101149.8916015625,1.4522066116333008,274.89235432942706,-2.174256,86.3451639811198,0.0163180331389109,2019,10,Bocas del Toro,330470.9731680688,1019208.87285,0.3889247558838139,-0.855290214120488,122.810146026558,1,Muy pobre,208.0
Bocas_del_Toro,2019-11-01,0.8476171692212423,-1.3797887166341145,296.6163635253906,101193.61458333331,2.2458410263061523,319.6816050211589,-1.724256,85.85746256510417,0.0158137716352939,2019,11,Bocas del Toro,330470.9731680688,1019208.87285,1.6193430050824469,-1.0199216007802814,594.6514685884507,1,Pobre,151.0
Bocas_del_Toro,2019-12-01,1.0925201177597046,-1.608904520670573,296.4772542317708,101227.470703125,2.555947621663412,335.15709431966144,0.5904111,85.50496419270833,0.015609306593736,2019,12,Bocas del Toro,330470.9731680688,1019208.87285,1.9447812124616703,-0.9742723365308148,748.7298816833969,1,Pobre,129.0
Bocas_del_Toro,2020-01-01,0.6716962655385336,-1.715990702311198,296.1796162923177,101390.09049479169,2.797438939412435,402.0466969807943,0.699078,83.58018493652344,0.014926707992951,2020,1,Bocas del Toro,330470.9731680688,1019208.87285,1.842769644735036,-1.197696597861072,851.047004273981,1,Pobre,576.0
Bocas_del_Toro,2020-02-01,0.6408454577128092,-1.716038703918457,296.2133280436198,101401.12760416669,2.735438664754232,431.7076059977214,1.900411,81.08152262369792,0.0145173594355583,2020,2,Bocas del Toro,330470.9731680688,1019208.87285,1.8317946757257697,-1.2133899557321062,908.3903077872666,1,Pobre,634.0
Bocas_del_Toro,2020-03-01,0.4684816002845764,-1.4914061228434246,296.2562967936198,101457.85628255208,2.425662040710449,466.6529134114583,0.9097444,77.2983907063802,0.0138808985551198,2020,3,Bocas del Toro,330470.9731680688,1019208.87285,1.5632553320107545,-1.266435591179474,837.9727563747163,1,Pobre,746.0
Bocas_del_Toro,2020-04-01,-0.0749635696411132,-1.0353012084960938,297.12217712402344,101349.02473958331,1.9003283182779949,367.8751068115234,-0.7315889,83.95779418945312,0.0157936985294024,2020,4,Bocas del Toro,330470.9731680688,1019208.87285,1.038011622809114,-1.643077680400137,438.6403877181956,1,Pobre,1056.0
Bocas_del_Toro,2020-05-01,0.4104720950126648,-0.7531976699829102,297.7605692545573,101255.849609375,1.6276264190673828,281.1482391357422,-0.3322555,87.36533101399739,0.0169863464931647,2020,5,Bocas del Toro,330470.9731680688,1019208.87285,0.8577843964842045,-1.0718211134880655,277.0253478632413,1,Pobre,1719.0
Bocas_del_Toro,2020-06-01,0.6281428337097168,-0.8768758773803711,297.3810068766276,101251.947265625,1.7612822850545249,281.2301432291667,0.6777446,87.9039815266927,0.0166642268498738,2020,6,Bocas del Toro,330470.9731680688,1019208.87285,1.0786448553033887,-0.9491867102288172,348.4547135341867,1,Pobre,2411.0
Bocas_del_Toro,2020-07-01,0.8384996851285299,-1.1413367589314778,297.1177571614583,101251.25032552084,2.005908648173014,306.8235321044922,1.575745,86.43257649739583,0.0160748834411303,2020,7,Bocas del Toro,330470.9731680688,1019208.87285,1.416238440111288,-0.9371823492893404,499.14996189519593,1,Pobre,2666.0
Bocas_del_Toro,2020-08-01,0.5769278804461161,-0.7027254104614258,297.3089294433594,101228.67447916669,1.7592881520589192,285.5646057128906,0.2037446,85.58028666178386,0.0162216201424598,2020,8,Bocas del Toro,330470.9731680688,1019208.87285,0.90921327626923,-0.8833892569899897,298.2470423816497,1,Pobre,2394.0
Bocas_del_Toro,2020-09-01,0.3886074423789978,-0.3758193453152974,297.3703104654948,101205.87434895831,1.4066623051961262,288.82054138183594,-2.473589,85.5186055501302,0.0163059284289677,2020,9,Bocas del Toro,330470.9731680688,1019208.87285,0.5406069964267618,-0.7686707219825141,179.35592941506602,1,Muy pobre,2061.0
Bocas_del_Toro,2020-10-01,0.5474982596933842,-0.3594099680582682,297.32403564453125,101130.68098958331,1.5902640024820964,283.6627655029297,-1.980922,85.9520263671875,0.0163587443530559,2020,10,Bocas del Toro,330470.9731680688,1019208.87285,0.6549273772769998,-0.5809021804931928,213.4034700277145,1,Muy pobre,1642.0
Bocas_del_Toro,2020-11-01,0.7524064580599467,-0.2728789647420247,297.033203125,101149.66861979169,2.061278343200684,299.7257486979167,-2.724256,86.59130859375,0.0162326370676358,2020,11,Bocas del Toro,330470.9731680688,1019208.87285,0.8003614230639764,-0.347921598236655,275.5600155475178,1,Pobre,1290.0
Bocas_del_Toro,2020-12-01,1.1077224214871724,-1.500019073486328,295.9605407714844,101331.89420572916,2.5768941243489585,353.0433858235677,0.4190778,83.69865417480469,0.0147040324906508,2020,12,Bocas del Toro,330470.9731680688,1019208.87285,1.8647000251751449,-0.9347139092701886,756.2111130461617,1,Pobre,1047.0
Bocas_del_Toro,2021-01-01,0.9157942533493042,-1.572707176208496,295.63817342122394,101321.72395833331,2.620818456013997,395.5063069661458,2.333745,81.61004130045573,0.0141523008545239,2021,1,Bocas del Toro,330470.9731680688,1019208.87285,1.8199140025191605,-1.0434899499662078,826.8186782936917,1,Pobre,151.0
Bocas_del_Toro,2021-02-01,0.7047809958457947,-1.5763009389241536,295.89012654622394,101327.95638020831,2.498878796895345,411.7948404947917,4.138411,81.85982259114583,0.0144346977273623,2021,2,Bocas del Toro,330470.9731680688,1019208.87285,1.7266849458307552,-1.150347751817164,816.7704230308659,1,Pobre,172.0
